eBird.English.Name.2022,eBird.Scientific.Name.2022,eBird.Code,Order,Family,SOIB.Concern.Status,SOIB.Long.Term.Status,SOIB.Current.Status,SOIB.Range.Status,Breeding.Activity.Period,Non.Breeding.Activity.Period,Diet.Guild,India.Endemic,Subcontinent.Endemic,Himalayas.Endemic,Endemic.Region,Habitat.Specialization,Migratory.Status.Within.India,Essential,Discard,Restricted.Islands,India.Checklist.Common.Name,India.Checklist.Scientific.Name,BLI.Common.Name,BLI.Scientific.Name,IUCN.Category,WPA.Schedule,CITES.Appendix,CMS.Appendix,Onepercent.Estimates
Chestnut-bellied Rock-Thrush,Monticola rufiventris,cbrthr1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Chestnut-bellied Rock Thrush,Monticola rufiventris,Chestnut-bellied Rock-thrush,Monticola rufiventris,Least Concern,Schedule-II,,Appendix II,
Blue-capped Rock-Thrush,Monticola cinclorhyncha,bcrthr1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,Forest,Within-India Migrant,NA,NA,NA,Blue-capped Rock Thrush,Monticola cinclorhyncha,Blue-capped Rock-thrush,Monticola cinclorhyncha,Least Concern,Schedule-II,,Appendix II,
Rufous-tailed Rock-Thrush,Monticola saxatilis,rtrthr1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Passage Migrant & Localized Summer Migrant,NA,1,NA,Rufous-tailed Rock Thrush,Monticola saxatilis,Rufous-tailed Rock-thrush,Monticola saxatilis,Least Concern,Schedule-II,,Appendix II,
Blue Rock-Thrush,Monticola solitarius,burthr,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Strong Decline,Uncertain,Large,Diurnal,Diurnal,Omnivore,No,No,No,None,None,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Blue Rock Thrush,Monticola solitarius,Blue Rock-thrush,Monticola solitarius,Least Concern,Schedule-II,,Appendix II,
Whinchat,Saxicola rubetra,whinch1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Uncertain,NA,1,NA,Whinchat,Saxicola rubetra,Whinchat,Saxicola rubetra,Least Concern,Recent addition,,Appendix II,
White-browed Bushchat,Saxicola macrorhynchus,whbbus4,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Grassland,Winter Migrant,NA,NA,NA,Stoliczka's Bushchat,Saxicola macrorhynchus,White-browed Bushchat,Saxicola macrorhynchus,Vulnerable,Schedule-II,,Appendix II,
White-throated Bushchat,Saxicola insignis,whtbus1,Passeriformes,Muscicapidae (Old World Flycatchers),High,Data Deficient,Data Deficient,Data Deficient,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Winter Migrant,1,NA,NA,Hodgson's Bushchat,Saxicola insignis,White-throated Bushchat,Saxicola insignis,Vulnerable,Schedule-I,,Appendix II,
Siberian Stonechat,Saxicola maurus,sibsto1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Siberian Stonechat,Saxicola maurus,Common Stonechat,Saxicola torquatus,Least Concern,Schedule-II,,Appendix II,
Amur Stonechat,Saxicola stejnegeri,stonec7,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Winter Migrant,NA,NA,NA,Amur Stonechat,Saxicola stejnegeri,Not at species rank,Saxicola torquatus stejnegeri,Not Recognised,Schedule-II,,Appendix II,
White-tailed Stonechat,Saxicola leucurus,whtsto2,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Resident,1,NA,NA,White-tailed Stonechat,Saxicola leucurus,White-tailed Stonechat,Saxicola leucurus,Least Concern,Schedule-II,,Appendix II,
Pied Bushchat,Saxicola caprata,piebus1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Stable,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Resident & Within-India Migrant,1,NA,NA,Pied Bushchat,Saxicola caprata,Pied Bushchat,Saxicola caprata,Least Concern,Schedule-II,,Appendix II,
Jerdon's Bushchat,Saxicola jerdoni,jerbus1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Wetland,Resident,1,NA,NA,Jerdon's Bushchat,Saxicola jerdoni,Jerdon's Bushchat,Saxicola jerdoni,Least Concern,Schedule-II,,Appendix II,
Gray Bushchat,Saxicola ferreus,grybus1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,None,None,Resident & Within-India Migrant,NA,NA,NA,Grey Bushchat,Saxicola ferreus,Grey Bushchat,Saxicola ferreus,Least Concern,Schedule-II,,Appendix II,
Northern Wheatear,Oenanthe oenanthe,norwhe,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Passage Migrant & Localized Summer Migrant,NA,1,NA,Northern Wheatear,Oenanthe oenanthe,Northern Wheatear,Oenanthe oenanthe,Least Concern,Schedule-II,,Appendix II,
Isabelline Wheatear,Oenanthe isabellina,isawhe1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,Grassland,Winter Migrant,NA,NA,NA,Isabelline Wheatear,Oenanthe isabellina,Isabelline Wheatear,Oenanthe isabellina,Least Concern,Schedule-II,,Appendix II,
Desert Wheatear,Oenanthe deserti,deswhe1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Desert Wheatear,Oenanthe deserti,Desert Wheatear,Oenanthe deserti,Least Concern,Schedule-II,,Appendix II,
Pied Wheatear,Oenanthe pleschanka,piewhe1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Alpine & Cold Desert,Summer Migrant,NA,1,NA,Pied Wheatear,Oenanthe pleschanka,Pied Wheatear,Oenanthe pleschanka,Least Concern,Schedule-II,,Appendix II,
Brown Rock Chat,Oenanthe fusca,indcha1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Strong Increase,Large,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,None,Resident,NA,NA,NA,Brown Rock Chat,Oenanthe fusca,Brown Rockchat,Oenanthe fusca,Least Concern,Schedule-II,,Appendix II,
Variable Wheatear,Oenanthe picata,varwhe1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Winter Migrant,NA,NA,NA,Variable Wheatear,Oenanthe picata,Variable Wheatear,Oenanthe picata,Least Concern,Schedule-II,,Appendix II,
Hume's Wheatear,Oenanthe albonigra,humwhe2,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,,No,No,No,None,Open Habitat,Uncertain,NA,1,NA,Hume's Wheatear,Oenanthe albonigra,Hume's Wheatear,Oenanthe albonigra,Least Concern,Schedule-II,,Appendix II,
Finsch's Wheatear,Oenanthe finschii,finwhe1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Open Habitat,Uncertain,NA,1,NA,Finsch's Wheatear,Oenanthe finschii,Finsch's Wheatear,Oenanthe finschii,Least Concern,Schedule-II,,Appendix II,
Persian Wheatear,Oenanthe chrysopygia,retwhe2,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Grassland & Scrub,Winter Migrant,NA,NA,NA,Red-tailed Wheatear,Oenanthe chrysopygia,Red-tailed Wheatear,Oenanthe chrysopygia,Least Concern,Schedule-II,,Appendix II,
Bohemian Waxwing,Bombycilla garrulus,bohwax,Passeriformes,Bombycillidae (Waxwings),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,None,None,Uncertain,NA,1,NA,Bohemian Waxwing,Bombycilla garrulus,Bohemian Waxwing,Bombycilla garrulus,Least Concern,Schedule-II,,,
Hypocolius,Hypocolius ampelinus,hypoco1,Passeriformes,Hypocoliidae (Hypocolius),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,None,Winter Migrant,1,NA,NA,Grey Hypocolius,Hypocolius ampelinus,Hypocolius,Hypocolius ampelinus,Least Concern,Schedule-II,,,
Thick-billed Flowerpecker,Dicaeum agile,thbflo1,Passeriformes,Dicaeidae (Flowerpeckers),Moderate,Moderate Decline,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident,1,NA,NA,Thick-billed Flowerpecker,Dicaeum agile,Thick-billed Flowerpecker,Dicaeum agile,Least Concern,Schedule-II,,,
Yellow-vented Flowerpecker,Dicaeum chrysorrheum,yevflo1,Passeriformes,Dicaeidae (Flowerpeckers),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest,Resident & Summer Migrant,NA,NA,NA,Yellow-vented Flowerpecker,Dicaeum chrysorrheum,Yellow-vented Flowerpecker,Dicaeum chrysorrheum,Least Concern,Schedule-II,,,
Yellow-bellied Flowerpecker,Dicaeum melanozanthum,yebflo1,Passeriformes,Dicaeidae (Flowerpeckers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,None,Forest,Resident & Local Migrant,NA,NA,NA,Yellow-bellied Flowerpecker,Dicaeum melanozanthum,Yellow-bellied Flowerpecker,Dicaeum melanozanthum,Least Concern,Schedule-II,,,
Pale-billed Flowerpecker,Dicaeum erythrorhynchos,pabflo1,Passeriformes,Dicaeidae (Flowerpeckers),Low,Stable,Strong Increase,Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,None,Resident,NA,NA,NA,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,Least Concern,Schedule-II,,,
Nilgiri Flowerpecker,Dicaeum concolor,plaflo1,Passeriformes,Dicaeidae (Flowerpeckers),Moderate,Moderate Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,None,Resident & Local Migrant,NA,NA,NA,Nilgiri Flowerpecker,Dicaeum concolor,Nilgiri Flowerpecker,Dicaeum concolor,Least Concern,Schedule-II,,,
Plain Flowerpecker,Dicaeum minullum,plaflo2,Passeriformes,Dicaeidae (Flowerpeckers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident,NA,NA,NA,Plain Flowerpecker,Dicaeum minullum,Plain Flowerpecker,Dicaeum minullum,Least Concern,Schedule-II,,,
Andaman Flowerpecker,Dicaeum virescens,andflo1,Passeriformes,Dicaeidae (Flowerpeckers),Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Andaman Islands,Forest,Resident,NA,NA,1,Andaman Flowerpecker,Dicaeum virescens,Not at species rank,Dicaeum minullum virescens,Not Recognised,Schedule-II,,,
Fire-breasted Flowerpecker,Dicaeum ignipectus,fibflo2,Passeriformes,Dicaeidae (Flowerpeckers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Fire-breasted Flowerpecker,Dicaeum ignipectus,Fire-breasted Flowerpecker,Dicaeum ignipectus,Least Concern,Schedule-II,,,
Scarlet-backed Flowerpecker,Dicaeum cruentatum,scbflo1,Passeriformes,Dicaeidae (Flowerpeckers),Moderate,Uncertain,Strong Decline,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident,NA,NA,NA,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Scarlet-backed Flowerpecker,Dicaeum cruentatum,Least Concern,Schedule-II,,,
Ruby-cheeked Sunbird,Chalcoparia singalensis,rucsun2,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest,Resident,NA,NA,NA,Ruby-cheeked Sunbird,Chalcoparia singalensis,Ruby-cheeked Sunbird,Chalcoparia singalensis,Least Concern,Schedule-II,,,
Purple-rumped Sunbird,Leptocoma zeylonica,pursun3,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,None,Resident,NA,NA,NA,Purple-rumped Sunbird,Leptocoma zeylonica,Purple-rumped Sunbird,Leptocoma zeylonica,Least Concern,Schedule-II,,,
Crimson-backed Sunbird,Leptocoma minima,crbsun2,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,Forest & Plantation,Resident & Local Migrant,NA,NA,NA,Crimson-backed Sunbird,Leptocoma minima,Crimson-backed Sunbird,Leptocoma minima,Least Concern,Schedule-II,,,
Van Hasselt's Sunbird,Leptocoma brasiliana,vahsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest,Resident,NA,NA,NA,Van Hasselt's Sunbird,Leptocoma brasiliana,Maroon-bellied Sunbird,Leptocoma brasiliana,Least Concern,Schedule-II,,,
Purple Sunbird,Cinnyris asiaticus,pursun4,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Stable,Stable,Very Large,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,None,Resident & Local Migrant,NA,NA,NA,Purple Sunbird,Cinnyris asiaticus,Purple Sunbird,Cinnyris asiaticus,Least Concern,Schedule-II,,,
Olive-backed Sunbird,Cinnyris jugularis,olbsun4,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident,1,NA,1,Olive-backed Sunbird,Cinnyris jugularis,Olive-backed Sunbird,Cinnyris jugularis,Least Concern,Schedule-II,,,
Loten's Sunbird,Cinnyris lotenius,lobsun2,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Stable,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,Forest & Plantation,Resident,NA,NA,NA,Loten's Sunbird,Cinnyris lotenius,Loten's Sunbird,Cinnyris lotenius,Least Concern,Schedule-II,,,
Fire-tailed Sunbird,Aethopyga ignicauda,fitsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Fire-tailed Sunbird,Aethopyga ignicauda,Fire-tailed Sunbird,Aethopyga ignicauda,Least Concern,Schedule-II,,,
Black-throated Sunbird,Aethopyga saturata,bltsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Black-throated Sunbird,Aethopyga saturata,Black-throated Sunbird,Aethopyga saturata,Least Concern,Schedule-II,,,
Mrs. Gould's Sunbird,Aethopyga gouldiae,gousun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Mrs Gould's Sunbird,Aethopyga gouldiae,Gould's Sunbird,Aethopyga gouldiae,Least Concern,Schedule-II,,,
Green-tailed Sunbird,Aethopyga nipalensis,grtsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Green-tailed Sunbird,Aethopyga nipalensis,Green-tailed Sunbird,Aethopyga nipalensis,Least Concern,Schedule-II,,,
Vigors's Sunbird,Aethopyga vigorsii,wecsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,Yes,Yes,No,Western Ghats,None,Resident,NA,NA,NA,Vigors's Sunbird,Aethopyga vigorsii,Sahyadri Sunbird,Aethopyga vigorsii,Least Concern,Schedule-II,,,
Crimson Sunbird,Aethopyga siparaja,eacsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Omnivore,No,No,No,None,None,Resident,NA,NA,NA,Crimson Sunbird,Aethopyga siparaja,Crimson Sunbird,Aethopyga siparaja,Least Concern,Schedule-II,,,
Little Spiderhunter,Arachnothera longirostra,litspi1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest & Plantation,Resident,NA,NA,NA,Little Spiderhunter,Arachnothera longirostra,Little Spiderhunter,Arachnothera longirostra,Least Concern,Schedule-II,,,
Streaked Spiderhunter,Arachnothera magna,strspi1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,None,Forest & Plantation,Resident,NA,NA,NA,Streaked Spiderhunter,Arachnothera magna,Streaked Spiderhunter,Arachnothera magna,Least Concern,Schedule-II,,,
Asian Fairy-bluebird,Irena puella,asfblu1,Passeriformes,Irenidae (Fairy-bluebirds),Moderate,Moderate Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest,Resident,NA,NA,NA,Asian Fairy-bluebird,Irena puella,Asian Fairy-bluebird,Irena puella,Least Concern,Schedule-II,,,
Blue-winged Leafbird,Chloropsis cochinchinensis,blwlea1,Passeriformes,Chloropseidae (Leafbirds),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident,1,NA,NA,Blue-winged Leafbird,Chloropsis cochinchinensis,Blue-winged Leafbird,Chloropsis moluccensis,Least Concern,Schedule-II,,,
Jerdon's Leafbird,Chloropsis jerdoni,jerlea1,Passeriformes,Chloropseidae (Leafbirds),Moderate,Moderate Decline,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,Forest & Plantation,Resident,NA,NA,NA,Jerdon's Leafbird,Chloropsis jerdoni,Jerdon's Leafbird,Chloropsis jerdoni,Least Concern,Schedule-II,,,
Golden-fronted Leafbird,Chloropsis aurifrons,goflea1,Passeriformes,Chloropseidae (Leafbirds),Low,Stable,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest & Plantation,Resident,NA,NA,NA,Golden-fronted Leafbird,Chloropsis aurifrons,Golden-fronted Leafbird,Chloropsis aurifrons,Least Concern,Schedule-II,,,
Orange-bellied Leafbird,Chloropsis hardwickii,orblea1,Passeriformes,Chloropseidae (Leafbirds),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,None,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Orange-bellied Leafbird,Chloropsis hardwickii,Orange-bellied Leafbird,Chloropsis hardwickii,Least Concern,Schedule-II,,,
Streaked Weaver,Ploceus manyar,strwea2,Passeriformes,Ploceidae (Weavers and Allies),Moderate,Uncertain,Strong Decline,Large,Diurnal,Diurnal,Plant & Seed,No,No,No,None,Wetland,Resident,1,NA,NA,Streaked Weaver,Ploceus manyar,Streaked Weaver,Ploceus manyar,Least Concern,Schedule-II,,,
Baya Weaver,Ploceus philippinus,baywea1,Passeriformes,Ploceidae (Weavers and Allies),Low,Stable,Moderate Decline,Very Large,Diurnal,Diurnal,Plant & Seed,No,No,No,None,None,Resident,NA,NA,NA,Baya Weaver,Ploceus philippinus,Baya Weaver,Ploceus philippinus,Least Concern,Schedule-II,,,
Finn's Weaver,Ploceus megarhynchus,yelwea1,Passeriformes,Ploceidae (Weavers and Allies),High,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Plant & Seed,No,Yes,No,Indian Subcontinent,Wetland,Resident,NA,NA,NA,Finn's Weaver,Ploceus megarhynchus,Finn's Weaver,Ploceus megarhynchus,Endangered,Schedule-I,,,
Black-breasted Weaver,Ploceus benghalensis,benwea1,Passeriformes,Ploceidae (Weavers and Allies),Low,Data Deficient,Uncertain,Large,Diurnal,Diurnal,Plant & Seed,No,Yes,No,Indian Subcontinent,Wetland,Resident,NA,NA,NA,Black-breasted Weaver,Ploceus benghalensis,Black-breasted Weaver,Ploceus benghalensis,Least Concern,Schedule-II,,,
Indian Silverbill,Euodice malabarica,indsil,Passeriformes,Estrildidae (Waxbills and Allies),Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Plant & Seed,No,No,No,None,Open Habitat,Resident,NA,NA,NA,Indian Silverbill,Euodice malabarica,Indian Silverbill,Euodice malabarica,Least Concern,Schedule-II,,,
Scaly-breasted Munia,Lonchura punctulata,nutman,Passeriformes,Estrildidae (Waxbills and Allies),Low,Uncertain,Uncertain,Very Large,Diurnal,Diurnal,Plant & Seed,No,No,No,None,None,Resident,NA,NA,NA,Scaly-breasted Munia,Lonchura punctulata,Scaly-breasted Munia,Lonchura punctulata,Least Concern,Schedule-II,,,
Black-throated Munia,Lonchura kelaarti,bltmun1,Passeriformes,Estrildidae (Waxbills and Allies),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Plant & Seed,No,Yes,No,Indian Subcontinent,Forest,Resident,NA,NA,NA,Black-throated Munia,Lonchura kelaarti,Black-throated Munia,Lonchura kelaarti,Least Concern,Schedule-II,,,
White-rumped Munia,Lonchura striata,whrmun,Passeriformes,Estrildidae (Waxbills and Allies),Moderate,Stable,Strong Decline,Large,Diurnal,Diurnal,Plant & Seed,No,No,No,None,None,Resident,1,NA,NA,White-rumped Munia,Lonchura striata,White-rumped Munia,Lonchura striata,Least Concern,Schedule-II,,,
Tricolored Munia,Lonchura malacca,trimun,Passeriformes,Estrildidae (Waxbills and Allies),Moderate,Uncertain,Strong Decline,Large,Diurnal,Diurnal,Plant & Seed,No,Yes,No,Indian Subcontinent,Grassland & Scrub,Resident,NA,NA,NA,Tricoloured Munia,Lonchura malacca,Tricoloured Munia,Lonchura malacca,Least Concern,Schedule-II,,,
Chestnut Munia,Lonchura atricapilla,chemun,Passeriformes,Estrildidae (Waxbills and Allies),,,,,Diurnal,Diurnal,Plant & Seed,No,No,No,None,Grassland & Scrub,Resident,NA,NA,NA,Chestnut Munia,Lonchura atricapilla,Chestnut Munia,Lonchura atricapilla,Least Concern,Schedule-II,,,
Green Avadavat,Amandava formosa,grnava1,Passeriformes,Estrildidae (Waxbills and Allies),High,Data Deficient,Data Deficient,Very Restricted,Diurnal,Diurnal,Plant & Seed,Yes,Yes,No,Central India,Grassland & Scrub,Resident,NA,NA,NA,Green Munia,Amandava formosa,Green Avadavat,Amandava formosa,Vulnerable,Schedule-I,Appendix II,,
Red Avadavat,Amandava amandava,redava,Passeriformes,Estrildidae (Waxbills and Allies),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Plant & Seed,No,No,No,None,Grassland & Scrub,Resident,NA,NA,NA,Red Munia,Amandava amandava,Red Avadavat,Amandava amandava,Least Concern,Schedule-II,,,
