"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","rangemean","rangelci","rangerci"
"Bar-winged Flycatcher-shrike","Hemipus picatus","bwfshr1","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Bar-winged Flycatcher-shrike","Hemipus picatus","Bar-winged Flycatcher-shrike","Hemipus picatus","Least Concern","Schedule-II","","",NA,"Bar-winged Flycatcher-shrike","Hemipus picatus","avibase-B0066A99",1,2.68,2,0.223102554,664,"","X","X",53,0.283018867924528,0.457547169811321,0.60377358490566,15.9056603773585,1.84592477880765,NA,NA,NA,1.92534214164583,4.95703555284024,7.98872896403464,141.378462212258,162.794325167936,188.042958300061,144.045351238817,169.268260116161,199.667597381915,146.79877434955,176.357146527314,212.215683931259,149.545785130012,183.529821076937,225.768420613853,152.273063931287,191.054001254113,240.227284924798,154.838992489191,198.734572205601,255.423582853824,157.569518140631,206.894369915264,271.713506591473,160.330189474145,215.238715685706,289.02095916725,34383,34314,34452
"Common Iora","Aegithina tiphia","comior1","Passeriformes","Aegithinidae (Ioras)","Moderate","Moderate Decline","Moderate Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Common Iora","Aegithina tiphia","Common Iora","Aegithina tiphia","Least Concern","Schedule-II","","",NA,"Common Iora","Aegithina tiphia","avibase-EEC311EA",1,2.6,5,0.409017929,665,"X","X","X",201,0.124378109452736,0.590796019900497,0.786069651741294,15.8308457711443,0.829731150216182,40.1641718074131,46.2630249457836,53.6036770160345,-2.14832646369742,-0.883443137670803,0.381440188355819,88.9928941236353,102.10536022483,117.279642498216,85.8838998873741,100.573103392562,117.762323664169,82.8159734756715,99.0655504753458,118.317530776734,79.8486720372829,97.4834661703437,118.923602431706,76.9568240688045,95.9595315508154,119.553050473108,74.1955734022621,94.4793882666986,120.263141243567,71.5219164847647,93.0205519185917,120.959487543452,68.8483827517375,91.5767342278061,121.704671656878,127813,127773,127853
"White-tailed Iora","Aegithina nigrolutea","whtior1","Passeriformes","Aegithinidae (Ioras)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,NA,"White-tailed Iora","Aegithina nigrolutea","Marshall's Iora","Aegithina nigrolutea","Least Concern","Schedule-II","","",NA,"Marshall's Iora","Aegithina nigrolutea","avibase-C3E4EF0E",1,2.78,1,0.993635351,666,"","","X",40,NA,0.290625,0.3,19.1,1.64704602709961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39335,39197,39473
"White-throated Fantail","Rhipidura albicollis","whtfan1","Passeriformes","Rhipiduridae (Fantails)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"White-throated Fantail","Rhipidura albicollis","White-throated Fantail","Rhipidura albicollis","Least Concern","Schedule-II","","Appendix II",NA,"White-throated Fantail","Rhipidura albicollis","avibase-F2074D00",1,2.39,4,0.17181808,667,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spot-breasted Fantail","Rhipidura albogularis","spbfan1","Passeriformes","Rhipiduridae (Fantails)","Low","Uncertain","Strong Increase","Large","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Mainland India","Forest & Plantation","Resident",NA,NA,NA,"Spot-breasted Fantail","Rhipidura albogularis","White-spotted Fantail","Rhipidura albogularis","Least Concern","Schedule-II","","",NA,"White-spotted Fantail","Rhipidura albogularis","avibase-E12FE273",1,2.3,2,1,668,"","","X",38,0.0789473684210526,0.302631578947368,0.526315789473684,18.0263157894737,1.70100658536611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31195,31127,31263
"White-browed Fantail","Rhipidura aureola","whbfan2","Passeriformes","Rhipiduridae (Fantails)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"White-browed Fantail","Rhipidura aureola","White-browed Fantail","Rhipidura aureola","Least Concern","Schedule-II","","",NA,"White-browed Fantail","Rhipidura aureola","avibase-DB7261E9",1,2.23,3,0.604628975,669,"","","X",43,0.0232558139534884,0.302325581395349,0.511627906976744,18.2093023255814,1.5702207097536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14275,14242,14308
"Black Drongo","Dicrurus macrocercus","bladro1","Passeriformes","Dicruridae (Drongos)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Open Habitat","Resident & Local Migrant",NA,NA,NA,"Black Drongo","Dicrurus macrocercus","Black Drongo","Dicrurus macrocercus","Least Concern","Schedule-II","","",NA,"Black Drongo","Dicrurus macrocercus","avibase-D90F9B0B",1,3.2,2,0.303506229,670,"X","X","X",254,0.165354330708661,0.814468503937008,0.937007874015748,14.507874015748,0.774084388191455,196.840432860112,218.043284072631,245.118853415133,-1.76515164844305,-0.566918760864743,0.631314126713563,96.0986678848374,99.3164633926102,102.611040655512,95.4037850434511,99.0503638875708,102.837343781618,94.6876474167608,98.7841069562087,103.074632788363,93.9485972471407,98.5276935114128,103.346685764105,93.2319025934222,98.2929228939012,103.605880540561,92.501273521691,98.0178283920986,103.86565411864,91.771942455805,97.7636925785723,104.115708048679,91.0588602232441,97.489327072742,104.409905234544,145088,145088,145088
"Ashy Drongo","Dicrurus leucophaeus","ashdro1","Passeriformes","Dicruridae (Drongos)","Low","Stable","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Within-India Migrant",NA,NA,NA,"Ashy Drongo","Dicrurus leucophaeus","Ashy Drongo","Dicrurus leucophaeus","Least Concern","Schedule-II","","",NA,"Ashy Drongo","Dicrurus leucophaeus","avibase-5FD53BB1",1,3.05,4,0.266701703,671,"","X","X",175,0.148571428571429,0.422142857142857,0.617142857142857,15.9485714285714,0.896500320082512,NA,NA,NA,-6.40008046631226,-5.06297719120825,-3.72587391610423,44.5293532944521,49.2902533016214,54.582752512846,41.0164843672016,46.0463340206765,51.7486537894443,37.726896440572,43.0264757507447,49.1047275656953,34.7114684260463,40.1960847403541,46.6269773717639,31.9315930837836,37.5872427497482,44.2537106944742,29.3620312113235,35.1274648189346,41.9992352863789,27.0135511108599,32.8412024382271,39.8739374033735,24.8491725122642,30.6738436617782,37.8544682493935,104356,104299,104413
"White-bellied Drongo","Dicrurus caerulescens","whbdro1","Passeriformes","Dicruridae (Drongos)","Moderate","Stable","Strong Decline","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"White-bellied Drongo","Dicrurus caerulescens","White-bellied Drongo","Dicrurus caerulescens","Least Concern","Schedule-II","","",NA,"White-bellied Drongo","Dicrurus caerulescens","avibase-994E98B3",1,3.55,1,0.962150185,672,"","X","X",87,0.0919540229885057,0.469827586206897,0.609195402298851,16.3448275862069,1.35722723689396,NA,NA,NA,-6.12585636638567,-4.16804225879006,-2.21022815119444,39.5642006878272,46.5577470017128,54.7061069174612,36.405154103593,43.8902088507746,52.8135361420123,33.517242419286,41.382949998531,50.9643398018147,30.8437576059605,39.0351405787645,49.2606583059555,28.388128813526,36.7752985202812,47.556786044834,26.0998447215431,34.6874692006654,45.9802423457348,23.9695731057457,32.719037372034,44.4330184662649,22.0360456967652,30.8490081893012,42.9814978456043,56159,56102,56216
"Crow-billed Drongo","Dicrurus annectens","crbdro1","Passeriformes","Dicruridae (Drongos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant",NA,NA,NA,"Crow-billed Drongo","Dicrurus annectens","Crow-billed Drongo","Dicrurus annectens","Least Concern","Schedule-II","","",NA,"Crow-billed Drongo","Dicrurus annectens","avibase-DC9537C7",1,3.15,1,0.079039979,673,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bronzed Drongo","Dicrurus aeneus","brodro1","Passeriformes","Dicruridae (Drongos)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Bronzed Drongo","Dicrurus aeneus","Bronzed Drongo","Dicrurus aeneus","Least Concern","Schedule-II","","",NA,"Bronzed Drongo","Dicrurus aeneus","avibase-DD177B0B",1,3.05,1,0.258346498,674,"","X","X",60,0.166666666666667,0.51875,0.683333333333333,16.2,1.67702071044959,NA,NA,NA,-3.94840860110339,-0.732520447992651,2.48336770511808,61.1199326949753,78.9209607760381,101.684226028859,58.4361906247436,78.2633883297296,104.604595748784,55.8197767716541,77.6200882051431,107.707596267311,53.316950213004,77.0087935859194,111.080446400881,50.8664981130395,76.4218358682675,114.663166720988,48.5872485916415,75.7964654075683,118.338529864952,46.3529211706603,75.1820396202963,122.238705715172,44.2200213810465,74.5854388988456,126.163327503906,43016,42954,43078
"Lesser Racket-tailed Drongo","Dicrurus remifer","lrtdro1","Passeriformes","Dicruridae (Drongos)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Local Migrant",NA,NA,NA,"Lesser Racket-tailed Drongo","Dicrurus remifer","Lesser Racquet-tailed Drongo","Dicrurus remifer","Least Concern","Schedule-II","","",NA,"Lesser Racket-tailed Drongo","Dicrurus remifer","avibase-B5EE2DEF",1,3.46,1,0.096065709,675,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hair-crested Drongo","Dicrurus hottentottus","hacdro1","Passeriformes","Dicruridae (Drongos)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest & Plantation","Resident & Winter Migrant",NA,NA,NA,"Hair-crested Drongo","Dicrurus hottentottus","Hair-crested Drongo","Dicrurus hottentottus","Least Concern","Schedule-II","","",NA,"Hair-crested Drongo","Dicrurus hottentottus","avibase-00E2192F",1,3.71,1,0.176499456,676,"","","X",18,0.111111111111111,0.229166666666667,0.333333333333333,16.1666666666667,3.51919962677196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10340,10340,10340
"Andaman Drongo","Dicrurus andamanensis","anddro1","Passeriformes","Dicruridae (Drongos)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Drongo","Dicrurus andamanensis","Andaman Drongo","Dicrurus andamanensis","Least Concern","Schedule-II","","",NA,"Andaman Drongo","Dicrurus andamanensis","avibase-EED766E8",1,3.72,2,1,677,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Racket-tailed Drongo","Dicrurus paradiseus","grtdro1","Passeriformes","Dicruridae (Drongos)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Greater Racket-tailed Drongo","Dicrurus paradiseus","Greater Racquet-tailed Drongo","Dicrurus paradiseus","Least Concern","Schedule-II","","",NA,"Greater Racket-tailed Drongo","Dicrurus paradiseus","avibase-2042CD42",1,3.91,5,0.37004543,678,"","X","X",79,0.164556962025316,0.471518987341772,0.594936708860759,16.5443037974684,1.4012724261697,NA,NA,NA,-0.380891822980464,1.46968838300071,3.32026858898188,100.63604696141,111.487202135915,123.394243606712,100.500229913198,112.961815064296,127.046080238172,100.326910185022,114.546094557908,130.817722656933,100.11307527947,116.165846833433,134.752742803982,99.9037257244379,117.844772469065,138.656969474419,99.7245863061299,119.456344075865,142.703730894506,99.5372318408857,121.110237304877,146.957642260542,99.415430352685,122.80108523075,151.469248035082,47894,47858,47930
"Black-naped Monarch","Hypothymis azurea","blnmon1","Passeriformes","Monarchidae (Monarch Flycatchers)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Within-India Migrant",NA,NA,NA,"Black-naped Monarch","Hypothymis azurea","Black-naped Monarch","Hypothymis azurea","Least Concern","Schedule-II","","",NA,"Black-naped Monarch","Hypothymis azurea","avibase-0AC5BA0A",1,2.65,4,0.273869176,679,"","X","X",86,0.151162790697674,0.356104651162791,0.546511627906977,16.7209302325581,1.32234115511081,NA,NA,NA,-1.46893405011697,1.82374219719311,5.11641844450319,92.9802907593512,112.650769522031,136.55555895942,91.9103965004129,114.63068986775,142.697240505323,90.8904706364061,116.537946035161,149.480391501296,89.7127591089351,118.465400728702,156.731294715264,88.5794148917661,120.498887224778,164.032747525512,87.4605195969116,122.455191215142,171.811286879531,86.3079553232919,124.549627334664,180.133877226185,85.1910908584404,126.69768696442,188.710129312121,41700,41700,41700
"Amur Paradise-Flycatcher","Terpsiphone incei","amupaf1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Winter Migrant",NA,1,NA,"Amur Paradise-Flycatcher","Terpsiphone incei","Chinese Paradise-flycatcher","Terpsiphone incei","Least Concern","Schedule-II","","Appendix II",NA,"Amur Paradise Flycatcher","Terpsiphone incei","avibase-D293082B",NA,2.98,1,NA,680,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Paradise-Flycatcher","Terpsiphone affinis","blypaf1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Summer Migrant",NA,NA,NA,"Blyth's Paradise-Flycatcher","Terpsiphone affinis","Oriental Paradise-flycatcher","Terpsiphone affinis","Least Concern","Schedule-II","","Appendix II",NA,"Blyth's Paradise Flycatcher","Terpsiphone affinis","avibase-763511B2",1,3.05,2,0.058613147,681,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Paradise-Flycatcher","Terpsiphone paradisi","aspfly1","Passeriformes","Monarchidae (Monarch Flycatchers)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Within-India Migrant",1,NA,NA,"Indian Paradise-Flycatcher","Terpsiphone paradisi","Indian Paradise-flycatcher","Terpsiphone paradisi","Least Concern","Schedule-II","","Appendix II",NA,"Indian Paradise Flycatcher","Terpsiphone paradisi","avibase-71AE2656",1,2.64,2,0.65191395,682,"X","X","X",226,0.0884955752212389,0.543694690265487,0.68141592920354,15.3982300884956,0.786220851829927,75.3581040330616,89.8883075465469,111.385131341144,-5.22397085504675,-3.29234089457541,-1.36071093410407,60.8280762593933,68.6732570920775,77.4973251075503,57.8788835263929,66.526682814235,76.364492849561,55.0700582937936,64.4210441516684,75.3534898291226,52.3803256556615,62.3846779116158,74.3185132363174,49.8083875541198,60.4387802787778,73.2785726117405,47.3752827059573,58.5662624372471,72.312396742024,45.0587694424894,56.7589035606149,71.3799167989999,42.8216992964205,55.0139837366915,70.4830928618615,135896,135851,135941
"Tiger Shrike","Lanius tigrinus","tigshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Uncertain",NA,1,NA,"Tiger Shrike","Lanius tigrinus","Tiger Shrike","Lanius tigrinus","Least Concern","Recent addition","","",NA,"Tiger Shrike","Lanius tigrinus","avibase-73643138",NA,2.5,1,NA,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-backed Shrike","Lanius collurio","rebshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Passage Migrant",NA,NA,NA,"Red-backed Shrike","Lanius collurio","Red-backed Shrike","Lanius collurio","Least Concern","Schedule-II","","",NA,"Red-backed Shrike","Lanius collurio","avibase-F2CEFD1A",1,2.62,1,NA,684,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-tailed Shrike","Lanius phoenicuroides","rutshr2","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Passage Migrant",NA,NA,NA,"Red-tailed Shrike","Lanius phoenicuroides","Red-tailed Shrike","Lanius phoenicuroides","Least Concern","Schedule-II","","",NA,"Red-tailed Shrike","Lanius phoenicuroides","avibase-EE7915A2",1,2.47,1,0.003125253,685,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Isabelline Shrike","Lanius isabellinus","isashr1","Passeriformes","Laniidae (Shrikes)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Isabelline Shrike","Lanius isabellinus","Isabelline Shrike","Lanius isabellinus","Least Concern","Schedule-II","","",NA,"Isabelline Shrike","Lanius isabellinus","avibase-97166F72",1,2.2,3,0.067821089,686,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Shrike","Lanius cristatus","brnshr","Passeriformes","Laniidae (Shrikes)","Low","Stable","Moderate Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",NA,NA,NA,"Brown Shrike","Lanius cristatus","Brown Shrike","Lanius cristatus","Least Concern","Schedule-II","","",NA,"Brown Shrike","Lanius cristatus","avibase-E4968582",1,2.58,4,0.115429107,687,"X","X","X",228,0.12719298245614,0.541666666666667,0.719298245614035,15.3640350877193,0.767534718857388,69.2188217948975,82.8796160011429,99.6034034404056,-4.01011703897905,-2.16266085662374,-0.315204674268425,64.0086198679313,72.3545815193485,81.7789082025166,61.4655182944609,70.7033602174342,81.3321204736786,58.9620625162151,69.1325570477025,80.9275853054017,56.5819741947183,67.5982776150155,80.5975811707759,54.2701694557295,66.0543721824357,80.2807096912506,52.0581882682391,64.5492335223465,79.9733560563887,49.9454102981914,63.1011255111117,79.7131530827255,47.923323488613,61.697210121433,79.4334936124186,140076,140053,140099
"Burmese Shrike","Lanius collurioides","burshr1","Passeriformes","Laniidae (Shrikes)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Burmese Shrike","Lanius collurioides","Burmese Shrike","Lanius collurioides","Least Concern","Schedule-II","","",NA,"Burmese Shrike","Lanius collurioides","avibase-EA411063",1,2.45,1,0.009885234,688,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bay-backed Shrike","Lanius vittatus","babshr1","Passeriformes","Laniidae (Shrikes)","Moderate","Moderate Decline","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident & Local Migrant",1,NA,NA,"Bay-backed Shrike","Lanius vittatus","Bay-backed Shrike","Lanius vittatus","Least Concern","Schedule-II","","",NA,"Bay-backed Shrike","Lanius vittatus","avibase-FED81571",1,2.16,1,0.617106489,689,"","X","X",184,0.0706521739130435,0.44633152173913,0.619565217391304,16.2554347826087,0.834436142259551,NA,NA,NA,-5.59139884634334,-1.83528000023156,1.92083884588022,72.3259944963442,89.4802058907285,110.734862434576,68.8766558285266,87.8373542200851,112.049987252228,65.4669032673334,86.2164744092664,113.40254063553,62.1502092194074,84.6044506975154,115.004113582855,59.0572356904903,83.0081608530385,116.589425967613,56.0772133453052,81.4383750571952,118.202846280798,53.2197139054494,79.8694040984222,119.834490993262,50.5096912729746,78.3393161787555,121.494237222963,112870,112811,112929
"Long-tailed Shrike","Lanius schach","lotshr1","Passeriformes","Laniidae (Shrikes)","Moderate","Stable","Strong Decline","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Resident & Within-India Migrant",NA,NA,NA,"Long-tailed Shrike","Lanius schach","Long-tailed Shrike","Lanius schach","Least Concern","Schedule-II","","",NA,"Long-tailed Shrike","Lanius schach","avibase-69FC190B",1,2.85,3,0.275879186,690,"","X","X",147,0.17687074829932,0.383503401360544,0.517006802721088,16.5442176870748,0.985914806709119,NA,NA,NA,-1.62015432413661,1.63130203130417,4.88275838674496,77.3928052847151,97.3481475397325,122.598254648575,76.2810026641806,99.1563865449318,129.134232578647,75.080986005714,100.969957788122,136.057352499386,73.8159827983825,102.859754928639,143.59666960301,72.5699668387265,104.732372202665,151.490493112792,71.326044597486,106.778302702373,159.980170413662,70.0270100867387,108.7516716696,169.132172394416,68.8070409570138,110.922833706483,178.77125718756,34735,34677,34793
"Gray-backed Shrike","Lanius tephronotus","gybshr1","Passeriformes","Laniidae (Shrikes)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Grey-backed Shrike","Lanius tephronotus","Grey-backed Shrike","Lanius tephronotus","Least Concern","Schedule-II","","",NA,"Grey-backed Shrike","Lanius tephronotus","avibase-DB5F2609",1,2.72,2,0.163767887,691,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
